polybench,2mm,truejit,54.6400,339
polybench,2mm,wasmtime-cranelift,54.5550,195
polybench,2mm,wasmer-single-pass,106.0650,212
polybench,2mm,wasmer-cranelift,55.3650,212
polybench,2mm,wasmer-llvm,54.6700,212
polybench,2mm,wazero,66.5750,654
polybench,2mm,wavm,54.9300,219
polybench,2mm,graalwasm,83.2300,626
polybench,3mm,truejit,90.9600,403
polybench,3mm,wasmtime-cranelift,92.4700,259
polybench,3mm,wasmer-single-pass,172.6600,277
polybench,3mm,wasmer-cranelift,93.0400,277
polybench,3mm,wasmer-llvm,91.4950,276
polybench,3mm,wazero,110.9050,952
polybench,3mm,wavm,92.3300,282
polybench,3mm,graalwasm,139.0850,720
polybench,adi,truejit,93.6750,320
polybench,adi,wasmtime-cranelift,95.1850,176
polybench,adi,wasmer-single-pass,198.4200,193
polybench,adi,wasmer-cranelift,96.1200,192
polybench,adi,wasmer-llvm,90.8300,192
polybench,adi,wazero,122.4800,556
polybench,adi,wavm,92.8300,197
polybench,adi,graalwasm,134.9850,590
polybench,atax,truejit,1.0350,226
polybench,atax,wasmtime-cranelift,0.0850,81
polybench,atax,wasmer-single-pass,0.1500,98
polybench,atax,wasmer-cranelift,0.1100,98
polybench,atax,wasmer-llvm,0.1000,97
polybench,atax,wazero,0.2900,162
polybench,atax,wavm,0.5400,103
polybench,atax,graalwasm,0.5500,247
polybench,bicg,truejit,1.0400,226
polybench,bicg,wasmtime-cranelift,0.0850,81
polybench,bicg,wasmer-single-pass,0.1500,98
polybench,bicg,wasmer-cranelift,0.1100,97
polybench,bicg,wasmer-llvm,0.1050,97
polybench,bicg,wazero,0.2900,161
polybench,bicg,wavm,0.5400,104
polybench,bicg,graalwasm,0.5450,247
polybench,cholesky,truejit,392.9750,412
polybench,cholesky,wasmtime-cranelift,392.5200,267
polybench,cholesky,wasmer-single-pass,634.1150,285
polybench,cholesky,wasmer-cranelift,405.9500,285
polybench,cholesky,wasmer-llvm,399.3350,284
polybench,cholesky,wazero,506.5800,447
polybench,cholesky,wavm,391.2650,290
polybench,cholesky,graalwasm,569.5650,571
polybench,correlation,truejit,79.6100,309
polybench,correlation,wasmtime-cranelift,79.4250,164
polybench,correlation,wasmer-single-pass,97.7950,181
polybench,correlation,wasmer-cranelift,79.5250,181
polybench,correlation,wasmer-llvm,79.2050,181
polybench,correlation,wazero,83.1500,346
polybench,correlation,wavm,79.2950,187
polybench,correlation,graalwasm,96.8450,502
polybench,covariance,truejit,79.5900,309
polybench,covariance,wasmtime-cranelift,79.3250,164
polybench,covariance,wasmer-single-pass,98.2300,182
polybench,covariance,wasmer-cranelift,79.2700,181
polybench,covariance,wasmer-llvm,79.3900,181
polybench,covariance,wazero,82.9650,345
polybench,covariance,wavm,79.6750,185
polybench,covariance,graalwasm,87.1800,454
polybench,deriche,truejit,2.6300,713
polybench,deriche,wasmtime-cranelift,1.7300,569
polybench,deriche,wasmer-single-pass,3.1200,586
polybench,deriche,wasmer-cranelift,1.7850,585
polybench,deriche,wasmer-llvm,1.9250,585
polybench,deriche,wazero,3.0350,1478
polybench,deriche,wavm,2.1100,592
polybench,deriche,graalwasm,4.2000,1042
polybench,doitgen,truejit,5.3950,311
polybench,doitgen,wasmtime-cranelift,4.4750,167
polybench,doitgen,wasmer-single-pass,23.1400,184
polybench,doitgen,wasmer-cranelift,4.5300,184
polybench,doitgen,wasmer-llvm,4.5250,183
polybench,doitgen,wazero,8.4050,459
polybench,doitgen,wavm,4.8250,191
polybench,doitgen,graalwasm,8.5650,443
polybench,durbin,truejit,1.0150,194
polybench,durbin,wasmtime-cranelift,0.0650,50
polybench,durbin,wasmer-single-pass,0.1150,67
polybench,durbin,wasmer-cranelift,0.0700,67
polybench,durbin,wasmer-llvm,0.0750,66
polybench,durbin,wazero,0.1950,49
polybench,durbin,wavm,0.5300,72
polybench,durbin,graalwasm,0.4500,283
polybench,fdtd-2d,truejit,27.5250,316
polybench,fdtd-2d,wasmtime-cranelift,28.3050,172
polybench,fdtd-2d,wasmer-single-pass,77.5250,189
polybench,fdtd-2d,wasmer-cranelift,29.9300,189
polybench,fdtd-2d,wasmer-llvm,30.2300,189
polybench,fdtd-2d,wazero,64.3650,436
polybench,fdtd-2d,wavm,30.4850,195
polybench,fdtd-2d,graalwasm,55.8000,488
polybench,floyd-warshall,truejit,209.3300,318
polybench,floyd-warshall,wasmtime-cranelift,165.2500,173
polybench,floyd-warshall,wasmer-single-pass,797.8200,190
polybench,floyd-warshall,wasmer-cranelift,206.6100,190
polybench,floyd-warshall,wasmer-llvm,171.3950,189
polybench,floyd-warshall,wazero,492.1200,330
